address,trash_day,lat,lng
"214 5th Ave, Brooklyn, NY, USA",THU,40.6761845,-73.980868
"214 6th Ave, Brooklyn, NY, USA",TUE,40.6751821,-73.97843449999999
"214 6th Ave, Brooklyn, NY, USA",FRI,40.6751821,-73.97843449999999
"214A 14th St, Brooklyn, NY, USA",MON,40.6667256,-73.9904063
"214A 14th St, Brooklyn, NY, USA",THU,40.6667256,-73.9904063
"215 4th Ave, Brooklyn, NY, USA",MON,40.67716679999999,-73.98288769999999
"215 4th Ave, Brooklyn, NY, USA",THU,40.67716679999999,-73.98288769999999
"215 5th Ave, Brooklyn, NY, USA",MON,40.6760438,-73.9804892
"215 5th Ave, Brooklyn, NY, USA",THU,40.6760438,-73.9804892
"215 7th Ave, Brooklyn, NY, USA",WED,40.6701067,-73.9786182
"215 7th Ave, Brooklyn, NY, USA",SAT,40.6701067,-73.9786182
"216 12th St, Brooklyn, NY, USA",MON,40.6685095,-73.99014369999999
"216 12th St, Brooklyn, NY, USA",THU,40.6685095,-73.99014369999999
"216 5th Ave, Brooklyn, NY, USA",MON,40.6761589,-73.9809598
"216 5th Ave, Brooklyn, NY, USA",THU,40.6761589,-73.9809598
"216 6th Ave, Brooklyn, NY, USA",TUE,40.6750865,-73.9784719
"216 6th Ave, Brooklyn, NY, USA",FRI,40.6750865,-73.9784719
"216 7th St, Brooklyn, NY, USA",MON,40.672141,-73.98944100000001
"216 7th St, Brooklyn, NY, USA",THU,40.672141,-73.98944100000001
"217 5th Ave, Brooklyn, NY, USA",MON,40.6759713,-73.9804547
"217 5th Ave, Brooklyn, NY, USA",THU,40.6759713,-73.9804547
"217 6th Ave, Brooklyn, NY, USA",TUE,40.67508249999999,-73.97801489999999
"217 6th Ave, Brooklyn, NY, USA",FRI,40.67508249999999,-73.97801489999999
"217 7th Ave, Brooklyn, NY, USA",WED,40.6701067,-73.9786182
"217 7th Ave, Brooklyn, NY, USA",SAT,40.6701067,-73.9786182
"217 8th Ave, Brooklyn, NY, USA",WED,40.6699724,-73.97570739999999
"217 8th Ave, Brooklyn, NY, USA",SAT,40.6699724,-73.97570739999999
"217 9th St, Brooklyn, NY, USA",MON,40.6710711,-73.9895752
"217 9th St, Brooklyn, NY, USA",THU,40.6710711,-73.9895752
"218 6th Ave, Brooklyn, NY, USA",TUE,40.6750085,-73.9785723
"218 6th Ave, Brooklyn, NY, USA",FRI,40.6750085,-73.9785723
"218 8th Ave, Brooklyn, NY, USA",WED,40.66995199999999,-73.976136
"218 8th Ave, Brooklyn, NY, USA",SAT,40.66995199999999,-73.976136
"218 9th Ave, Brooklyn, NY, USA",MON,40.6707642,-73.9901309
"218 9th Ave, Brooklyn, NY, USA",THU,40.6707642,-73.9901309
"219 13th St, Brooklyn, NY, USA",MON,40.6678637,-73.9900505
"219 13th St, Brooklyn, NY, USA",THU,40.6678637,-73.9900505
"219 16th St, Brooklyn, NY, USA",MON,40.664833,-73.98916899999999
"219 16th St, Brooklyn, NY, USA",THU,40.664833,-73.98916899999999
"219 17th St, Brooklyn, NY, USA",MON,40.66424749999999,-73.9919692
"219 17th St, Brooklyn, NY, USA",THU,40.66424749999999,-73.9919692
"219 5th Ave, Brooklyn, NY, USA",MON,40.6759457,-73.9805466
"219 5th Ave, Brooklyn, NY, USA",THU,40.6759457,-73.9805466
"219 7th Ave, Brooklyn, NY, USA",WED,40.6700294,-73.9786182
"219 7th Ave, Brooklyn, NY, USA",SAT,40.6700294,-73.9786182
"22 15th St, Brooklyn, NY, USA",MON,40.6687532,-73.99610779999999
"22 15th St, Brooklyn, NY, USA",THU,40.6687532,-73.99610779999999
"220 17th St, Brooklyn, NY, USA",MON,40.6639451,-73.992059
"220 17th St, Brooklyn, NY, USA",THU,40.6639451,-73.992059
"220 5th Ave, Brooklyn, NY, USA",MON,40.6760108,-73.9810057
"220 5th Ave, Brooklyn, NY, USA",THU,40.6760108,-73.9810057
"220 6th Ave, Brooklyn, NY, USA",TUE,40.6747751,-73.9786297
"220 6th Ave, Brooklyn, NY, USA",FRI,40.6747751,-73.9786297
"221 5th Ave, Brooklyn, NY, USA",MON,40.6758684,-73.9805466
"221 5th Ave, Brooklyn, NY, USA",THU,40.6758684,-73.9805466
"221 8th Ave, Brooklyn, NY, USA",WED,40.66967,-73.9755419
"221 8th Ave, Brooklyn, NY, USA",SAT,40.66967,-73.9755419
"222 15th St, Brooklyn, NY, USA",MON,40.6653612,-73.9891689
"222 15th St, Brooklyn, NY, USA",THU,40.6653612,-73.9891689
"222 17th St, Brooklyn, NY, USA",MON,40.6639192,-73.9920132
"222 17th St, Brooklyn, NY, USA",THU,40.6639192,-73.9920132
"222 1st St, Brooklyn, NY, USA",MON,40.67509159999999,-73.9854416
"222 1st St, Brooklyn, NY, USA",THU,40.67509159999999,-73.9854416
"222 6th Ave, Brooklyn, NY, USA",TUE,40.674762,-73.978746
"222 6th Ave, Brooklyn, NY, USA",FRI,40.674762,-73.978746
"222 7th Ave, Brooklyn, NY, USA",WED,40.6703768,-73.97895199999999
"222 7th Ave, Brooklyn, NY, USA",SAT,40.6703768,-73.97895199999999
"222 8th St, Brooklyn, NY, USA",MON,40.6447336,-73.9721213
"222 8th St, Brooklyn, NY, USA",THU,40.6447336,-73.9721213
"222A 6th Ave, Brooklyn, NY, USA",TUE,40.6746725,-73.9786783
"222A 6th Ave, Brooklyn, NY, USA",FRI,40.6746725,-73.9786783
"223 12th St, Brooklyn, NY, USA",MON,40.668521,-73.9901673
"223 12th St, Brooklyn, NY, USA",THU,40.668521,-73.9901673
"223 13th St, Brooklyn, NY, USA",MON,40.6677669,-73.98991269999999
"223 13th St, Brooklyn, NY, USA",THU,40.6677669,-73.98991269999999
"223 16th St, Brooklyn, NY, USA",MON,40.664775,-73.989048
"223 16th St, Brooklyn, NY, USA",THU,40.664775,-73.989048
"223 6th Ave, Brooklyn, NY, USA",TUE,40.674991,-73.9781333
"223 6th Ave, Brooklyn, NY, USA",FRI,40.674991,-73.9781333
"223 9th St, Brooklyn, NY, USA",MON,40.6709081,-73.9893733
"223 9th St, Brooklyn, NY, USA",THU,40.6709081,-73.9893733
"224 16th St, Brooklyn, NY, USA",MON,40.6640263,-73.9882714
"224 16th St, Brooklyn, NY, USA",THU,40.6640263,-73.9882714
"224 18th St, Brooklyn, NY, USA",MON,40.66304299999999,-73.992148
"224 18th St, Brooklyn, NY, USA",THU,40.66304299999999,-73.992148
"224 4th Ave, Brooklyn, NY, USA",MON,40.6773986,-73.98338389999999
"224 4th Ave, Brooklyn, NY, USA",THU,40.6773986,-73.98338389999999
"225 13th St, Brooklyn, NY, USA",MON,40.6676118,-73.9898484
"225 13th St, Brooklyn, NY, USA",THU,40.6676118,-73.9898484
"225 15th St, Brooklyn, NY, USA",MON,40.6654571,-73.9886846
"225 15th St, Brooklyn, NY, USA",THU,40.6654571,-73.9886846
"225 17th St, Brooklyn, NY, USA",MON,40.6642392,-73.99176829999999
"225 17th St, Brooklyn, NY, USA",THU,40.6642392,-73.99176829999999
"225 5th Ave, Brooklyn, NY, USA",MON,40.6755787,-73.9806843
"225 5th Ave, Brooklyn, NY, USA",THU,40.6755787,-73.9806843
"225 6th Ave, Brooklyn, NY, USA",TUE,40.6742125,-73.9782738
"225 6th Ave, Brooklyn, NY, USA",FRI,40.6742125,-73.9782738
"225 8th Ave, Brooklyn, NY, USA",WED,40.6695606,-73.9755878
"225 8th Ave, Brooklyn, NY, USA",SAT,40.6695606,-73.9755878
"225 9th St, Brooklyn, NY, USA",MON,40.670879,-73.9893044
"225 9th St, Brooklyn, NY, USA",THU,40.670879,-73.9893044
"226 15th St, Brooklyn, NY, USA",MON,40.6650694,-73.9890175
"226 15th St, Brooklyn, NY, USA",THU,40.6650694,-73.9890175
"226 16th St, Brooklyn, NY, USA",MON,40.6639972,-73.98820250000001
"226 16th St, Brooklyn, NY, USA",THU,40.6639972,-73.98820250000001
"226 4th Ave, Brooklyn, NY, USA",MON,40.6773609,-73.9834391
"226 4th Ave, Brooklyn, NY, USA",THU,40.6773609,-73.9834391
"226 7th Ave, Brooklyn, NY, USA",WED,40.6702708,-73.97900779999999
"226 7th Ave, Brooklyn, NY, USA",SAT,40.6702708,-73.97900779999999
"227 12th St, Brooklyn, NY, USA",MON,40.6684774,-73.98981599999999
"227 12th St, Brooklyn, NY, USA",THU,40.6684774,-73.98981599999999
"227 16th St, Brooklyn, NY, USA",MON,40.6648582,-73.9888223
"227 16th St, Brooklyn, NY, USA",THU,40.6648582,-73.9888223
"227 9th St, Brooklyn, NY, USA",MON,40.6708707,-73.9891782
"227 9th St, Brooklyn, NY, USA",THU,40.6708707,-73.9891782
"228 16th St, Brooklyn, NY, USA",MON,40.6639681,-73.98813369999999
"228 16th St, Brooklyn, NY, USA",THU,40.6639681,-73.98813369999999
"228 4th Ave, Brooklyn, NY, USA",MON,40.6772901,-73.983485
"228 4th Ave, Brooklyn, NY, USA",THU,40.6772901,-73.983485
"228 6th Ave, Brooklyn, NY, USA",TUE,40.6745273,-73.9787904
"228 6th Ave, Brooklyn, NY, USA",FRI,40.6745273,-73.9787904
"228 7th Ave, Brooklyn, NY, USA",WED,40.6701856,-73.9789996
"228 7th Ave, Brooklyn, NY, USA",SAT,40.6701856,-73.9789996
"229 16th St, Brooklyn, NY, USA",MON,40.6646794,-73.9888568
"229 16th St, Brooklyn, NY, USA",THU,40.6646794,-73.9888568
"229 3rd St, Brooklyn, NY, USA",TUE,40.7111768,-73.9582312
"229 3rd St, Brooklyn, NY, USA",THU,40.7111768,-73.9582312
"229 3rd St, Brooklyn, NY, USA",SAT,40.7111768,-73.9582312
"229 5th Ave, Brooklyn, NY, USA",MON,40.6754824,-73.980822
"229 5th Ave, Brooklyn, NY, USA",THU,40.6754824,-73.980822
"229 7th Ave, Brooklyn, NY, USA",WED,40.6699166,-73.9790718
"229 7th Ave, Brooklyn, NY, USA",SAT,40.6699166,-73.9790718
"230 16th St, Brooklyn, NY, USA",MON,40.663939,-73.9880648
"230 16th St, Brooklyn, NY, USA",THU,40.663939,-73.9880648
"230 17th St, Brooklyn, NY, USA",MON,40.6637772,-73.99173619999999
"230 17th St, Brooklyn, NY, USA",THU,40.6637772,-73.99173619999999
"230 4th Ave, Brooklyn, NY, USA",MON,40.6772194,-73.9835309
"230 4th Ave, Brooklyn, NY, USA",THU,40.6772194,-73.9835309
"230 6th Ave, Brooklyn, NY, USA",TUE,40.6744726,-73.9788133
"230 6th Ave, Brooklyn, NY, USA",FRI,40.6744726,-73.9788133
"230 7th Ave, Brooklyn, NY, USA",WED,40.6701662,-73.9791135
"230 7th Ave, Brooklyn, NY, USA",SAT,40.6701662,-73.9791135
"230A 6th Ave, Brooklyn, NY, USA",TUE,40.674418,-73.97880359999999
"230A 6th Ave, Brooklyn, NY, USA",FRI,40.674418,-73.97880359999999
"230A 7th St, Brooklyn, NY, USA",MON,40.671965,-73.98907899999999
"230A 7th St, Brooklyn, NY, USA",THU,40.671965,-73.98907899999999
"230B 7th St, Brooklyn, NY, USA",MON,40.671965,-73.98907899999999
"230B 7th St, Brooklyn, NY, USA",THU,40.671965,-73.98907899999999
"230C 7th St, Brooklyn, NY, USA",MON,40.6719269,-73.98899449999999
"230C 7th St, Brooklyn, NY, USA",THU,40.6719269,-73.98899449999999
"231 15th St, Brooklyn, NY, USA",MON,40.6653939,-73.98844360000001
"231 15th St, Brooklyn, NY, USA",THU,40.6653939,-73.98844360000001
"231 16th St, Brooklyn, NY, USA",MON,40.6646551,-73.9887535
"231 16th St, Brooklyn, NY, USA",THU,40.6646551,-73.9887535
"231 17th St, Brooklyn, NY, USA",MON,40.6641246,-73.99157319999999
"231 17th St, Brooklyn, NY, USA",THU,40.6641246,-73.99157319999999
"231 4th Ave, Brooklyn, NY, USA",MON,40.6766949,-73.9831434
"231 4th Ave, Brooklyn, NY, USA",THU,40.6766949,-73.9831434
"231 5th Ave, Brooklyn, NY, USA",MON,40.6754116,-73.980868
"231 5th Ave, Brooklyn, NY, USA",THU,40.6754116,-73.980868
"231 8th St, Brooklyn, NY, USA",MON,40.6707262,-73.9873417
"231 8th St, Brooklyn, NY, USA",THU,40.6707262,-73.9873417
"232 5th Ave, Brooklyn, NY, USA",MON,40.6757164,-73.98117789999999
"232 5th Ave, Brooklyn, NY, USA",THU,40.6757164,-73.98117789999999
"232 6th Ave, Brooklyn, NY, USA",TUE,40.674394,-73.97896399999999
"232 6th Ave, Brooklyn, NY, USA",FRI,40.674394,-73.97896399999999
"232 7th St, Brooklyn, NY, USA",MON,40.6718895,-73.98879939999999
"232 7th St, Brooklyn, NY, USA",THU,40.6718895,-73.98879939999999
"232A 6th Ave, Brooklyn, NY, USA",TUE,40.6744429,-73.978931
"232A 6th Ave, Brooklyn, NY, USA",FRI,40.6744429,-73.978931
"233 16th St, Brooklyn, NY, USA",MON,40.664626,-73.9886846
"233 16th St, Brooklyn, NY, USA",THU,40.664626,-73.9886846
"233 17th St, Brooklyn, NY, USA",MON,40.66408500000001,-73.991466
"233 17th St, Brooklyn, NY, USA",THU,40.66408500000001,-73.991466
"233 5th Ave, Brooklyn, NY, USA",MON,40.6753408,-73.98091389999999
"233 5th Ave, Brooklyn, NY, USA",THU,40.6753408,-73.98091389999999
"234 4th Ave, Brooklyn, NY, USA",MON,40.6770778,-73.98362279999999
"234 4th Ave, Brooklyn, NY, USA",THU,40.6770778,-73.98362279999999
"234 5th Ave, Brooklyn, NY, USA",MON,40.6756569,-73.9812353
"234 5th Ave, Brooklyn, NY, USA",THU,40.6756569,-73.9812353
"234 6th Ave, Brooklyn, NY, USA",TUE,40.6743343,-73.97892809999999
"234 6th Ave, Brooklyn, NY, USA",FRI,40.6743343,-73.97892809999999
"234 7th Ave, Brooklyn, NY, USA",WED,40.669947,-73.97939869999999
"234 7th Ave, Brooklyn, NY, USA",SAT,40.669947,-73.97939869999999
"235 16th St, Brooklyn, NY, USA",MON,40.6645696,-73.9886272
"235 16th St, Brooklyn, NY, USA",THU,40.6645696,-73.9886272
"235 5th Ave, Brooklyn, NY, USA",MON,40.67527,-73.9809598
"235 5th Ave, Brooklyn, NY, USA",THU,40.67527,-73.9809598
"236 6th Ave, Brooklyn, NY, USA",TUE,40.6742043,-73.9791691
"236 6th Ave, Brooklyn, NY, USA",FRI,40.6742043,-73.9791691
"236 7th Ave, Brooklyn, NY, USA",WED,40.66986970000001,-73.97939869999999
"236 7th Ave, Brooklyn, NY, USA",SAT,40.66986970000001,-73.97939869999999
"237 11th St, Brooklyn, NY, USA",MON,40.669509,-73.989909
"237 11th St, Brooklyn, NY, USA",THU,40.669509,-73.989909
"237 19th St, Brooklyn, NY, USA",MON,40.6625315,-73.9923586
"237 19th St, Brooklyn, NY, USA",THU,40.6625315,-73.9923586
"237 20th St, Brooklyn, NY, USA",MON,40.6621228,-73.99284329999999
"237 20th St, Brooklyn, NY, USA",THU,40.6621228,-73.99284329999999
"237 21st St, Brooklyn, NY, USA",MON,40.6613295,-73.9933876
"237 21st St, Brooklyn, NY, USA",THU,40.6613295,-73.9933876
"237 22nd St, Brooklyn, NY, USA",MON,40.6606962,-73.9936639
"237 22nd St, Brooklyn, NY, USA",THU,40.6606962,-73.9936639
"237 5th Ave, Brooklyn, NY, USA",MON,40.6751927,-73.9809598
"237 5th Ave, Brooklyn, NY, USA",THU,40.6751927,-73.9809598
"237 7th Ave, Brooklyn, NY, USA",WED,40.6693177,-73.97864109999999
"237 7th Ave, Brooklyn, NY, USA",SAT,40.6693177,-73.97864109999999
"237 9th St, Brooklyn, NY, USA",MON,40.6706549,-73.988805
"237 9th St, Brooklyn, NY, USA",THU,40.6706549,-73.988805
"238 10th St, Brooklyn, NY, USA",MON,40.6703275,-73.99086539999999
"238 10th St, Brooklyn, NY, USA",THU,40.6703275,-73.99086539999999
"238 13th St, Brooklyn, NY, USA",MON,40.6672375,-73.98968049999999
"238 13th St, Brooklyn, NY, USA",THU,40.6672375,-73.98968049999999
"238 15th St, Brooklyn, NY, USA",MON,40.6650721,-73.9886272
"238 15th St, Brooklyn, NY, USA",THU,40.6650721,-73.9886272
"238 21st St, Brooklyn, NY, USA",MON,40.6613696,-73.99345439999999
"238 21st St, Brooklyn, NY, USA",THU,40.6613696,-73.99345439999999
"238 22nd St, Brooklyn, NY, USA",MON,40.6605995,-73.9938544
"238 22nd St, Brooklyn, NY, USA",THU,40.6605995,-73.9938544
"238 23rd St, Brooklyn, NY, USA",MON,40.6598783,-73.9947419
"238 23rd St, Brooklyn, NY, USA",THU,40.6598783,-73.9947419
"238 4th Ave, Brooklyn, NY, USA",MON,40.6769877,-73.9836778
"238 4th Ave, Brooklyn, NY, USA",THU,40.6769877,-73.9836778
"238 5th Ave, Brooklyn, NY, USA",MON,40.6755862,-73.9812812
"238 5th Ave, Brooklyn, NY, USA",THU,40.6755862,-73.9812812
"238 6th Ave, Brooklyn, NY, USA",TUE,40.6741125,-73.9791347
"238 6th Ave, Brooklyn, NY, USA",FRI,40.6741125,-73.9791347
"238 7th Ave, Brooklyn, NY, USA",WED,40.6697989,-73.9794446
"238 7th Ave, Brooklyn, NY, USA",SAT,40.6697989,-73.9794446
"239 14th St, Brooklyn, NY, USA",MON,40.66657,-73.98909100000002
"239 14th St, Brooklyn, NY, USA",THU,40.66657,-73.98909100000002
"239 15th St, Brooklyn, NY, USA",MON,40.6652454,-73.988214
"239 15th St, Brooklyn, NY, USA",THU,40.6652454,-73.988214
"239 18th St, Brooklyn, NY, USA",MON,40.663009,-73.9916416
"239 18th St, Brooklyn, NY, USA",THU,40.663009,-73.9916416
"239 21st St, Brooklyn, NY, USA",MON,40.661406,-73.9931704
"239 21st St, Brooklyn, NY, USA",THU,40.661406,-73.9931704
"239 7th Ave, Brooklyn, NY, USA",WED,40.6692678,-73.9787048
"239 7th Ave, Brooklyn, NY, USA",SAT,40.6692678,-73.9787048
"24 15th St, Brooklyn, NY, USA",MON,40.6687035,-73.99613579999999
"24 15th St, Brooklyn, NY, USA",THU,40.6687035,-73.99613579999999
"240 13th St, Brooklyn, NY, USA",MON,40.667144,-73.989606
"240 13th St, Brooklyn, NY, USA",THU,40.667144,-73.989606
"240 18th St, Brooklyn, NY, USA",MON,40.663009,-73.9916416
"240 18th St, Brooklyn, NY, USA",THU,40.663009,-73.9916416
"240 7th Ave, Brooklyn, NY, USA",WED,40.6697216,-73.9794446
"240 7th Ave, Brooklyn, NY, USA",SAT,40.6697216,-73.9794446
"240 8th St, Brooklyn, NY, USA",MON,40.6701849,-73.987116
"240 8th St, Brooklyn, NY, USA",THU,40.6701849,-73.987116
"241 17th St, Brooklyn, NY, USA",MON,40.6637918,-73.9910507
"241 17th St, Brooklyn, NY, USA",THU,40.6637918,-73.9910507
"241 5th Ave, Brooklyn, NY, USA",MON,40.6749483,-73.9811434
"241 5th Ave, Brooklyn, NY, USA",THU,40.6749483,-73.9811434
"241 7th St, Brooklyn, NY, USA",MON,40.6721887,-73.98859279999999
"241 7th St, Brooklyn, NY, USA",THU,40.6721887,-73.98859279999999
"241 9th St, Brooklyn, NY, USA",MON,40.670381,-73.9883916
"241 9th St, Brooklyn, NY, USA",THU,40.670381,-73.9883916
"242 1st St, Brooklyn, NY, USA",MON,40.6750741,-73.98452259999999
"242 1st St, Brooklyn, NY, USA",THU,40.6750741,-73.98452259999999
"242 5th Ave, Brooklyn, NY, USA",MON,40.6755084,-73.9813116
"242 5th Ave, Brooklyn, NY, USA",THU,40.6755084,-73.9813116
"242 6th St, Brooklyn, NY, USA",MON,40.6724862,-73.98830579999999
"242 6th St, Brooklyn, NY, USA",THU,40.6724862,-73.98830579999999
"243 12th St, Brooklyn, NY, USA",MON,40.6682603,-73.98923549999999
"243 12th St, Brooklyn, NY, USA",THU,40.6682603,-73.98923549999999
"243 13th St, Brooklyn, NY, USA",MON,40.66731410000001,-73.9891866
"243 13th St, Brooklyn, NY, USA",THU,40.66731410000001,-73.9891866
"243 16th St, Brooklyn, NY, USA",MON,40.6644145,-73.9883517
"243 16th St, Brooklyn, NY, USA",THU,40.6644145,-73.9883517
"243 1st St, Brooklyn, NY, USA",MON,40.6752155,-73.9848137
"243 1st St, Brooklyn, NY, USA",THU,40.6752155,-73.9848137
"243 6th Ave, Brooklyn, NY, USA",TUE,40.6739459,-73.97870999999999
"243 6th Ave, Brooklyn, NY, USA",FRI,40.6739459,-73.97870999999999
"243 8th St, Brooklyn, NY, USA",MON,40.6705902,-73.98692849999999
"243 8th St, Brooklyn, NY, USA",THU,40.6705902,-73.98692849999999
"244 15th St, Brooklyn, NY, USA",MON,40.6648723,-73.98858129999999
"244 15th St, Brooklyn, NY, USA",THU,40.6648723,-73.98858129999999
"244 16th St, Brooklyn, NY, USA",WED,40.6638055,-73.9874167
"244 16th St, Brooklyn, NY, USA",SAT,40.6638055,-73.9874167
"244 5th Ave, Brooklyn, NY, USA",MON,40.6754376,-73.9813575
"244 5th Ave, Brooklyn, NY, USA",THU,40.6754376,-73.9813575
"244A 13th St, Brooklyn, NY, USA",MON,40.6671498,-73.989426
"244A 13th St, Brooklyn, NY, USA",THU,40.6671498,-73.989426
"245 11th St, Brooklyn, NY, USA",MON,40.669206,-73.989344
"245 11th St, Brooklyn, NY, USA",THU,40.669206,-73.989344
"245 16th St, Brooklyn, NY, USA",MON,40.6644015,-73.9882599
"245 16th St, Brooklyn, NY, USA",THU,40.6644015,-73.9882599
"245 18th St, Brooklyn, NY, USA",MON,40.6629348,-73.9913211
"245 18th St, Brooklyn, NY, USA",THU,40.6629348,-73.9913211
"245 4th Ave, Brooklyn, NY, USA",MON,40.6762723,-73.9833932
"245 4th Ave, Brooklyn, NY, USA",THU,40.6762723,-73.9833932
"245 5th Ave, Brooklyn, NY, USA",MON,40.674876,-73.9812467
"245 5th Ave, Brooklyn, NY, USA",THU,40.674876,-73.9812467
"245 7th St, Brooklyn, NY, USA",MON,40.6721305,-73.988455
"245 7th St, Brooklyn, NY, USA",THU,40.6721305,-73.988455
"246 11th St, Brooklyn, NY, USA",MON,40.668883,-73.98962
"246 11th St, Brooklyn, NY, USA",THU,40.668883,-73.98962
"246 15th St, Brooklyn, NY, USA",MON,40.664922,-73.988455
"246 15th St, Brooklyn, NY, USA",THU,40.664922,-73.988455
"246 5th Ave, Brooklyn, NY, USA",MON,40.675356,-73.981492
"246 5th Ave, Brooklyn, NY, USA",THU,40.675356,-73.981492
"246 7th Ave, Brooklyn, NY, USA",WED,40.66958,-73.9795365
"246 7th Ave, Brooklyn, NY, USA",SAT,40.66958,-73.9795365
"247 13th St, Brooklyn, NY, USA",MON,40.667337,-73.988928
"247 13th St, Brooklyn, NY, USA",THU,40.667337,-73.988928
"247 21st St, Brooklyn, NY, USA",MON,40.6612579,-73.9928051
"247 21st St, Brooklyn, NY, USA",THU,40.6612579,-73.9928051
"247 7th St, Brooklyn, NY, USA",MON,40.672134,-73.988364
"247 7th St, Brooklyn, NY, USA",THU,40.672134,-73.988364
"248 17th St, Brooklyn, NY, USA",MON,40.66322,-73.990831
"248 17th St, Brooklyn, NY, USA",THU,40.66322,-73.990831
"248 19th St, Brooklyn, NY, USA",MON,40.662161,-73.9920075
"248 19th St, Brooklyn, NY, USA",THU,40.662161,-73.9920075
"248 20th St, Brooklyn, NY, USA",MON,40.66152900000001,-73.992616
"248 20th St, Brooklyn, NY, USA",THU,40.66152900000001,-73.992616
"248 4th Ave, Brooklyn, NY, USA",MON,40.6766853,-73.9838523
"248 4th Ave, Brooklyn, NY, USA",THU,40.6766853,-73.9838523
"248 7th St, Brooklyn, NY, USA",MON,40.6716598,-73.9881044
"248 7th St, Brooklyn, NY, USA",THU,40.6716598,-73.9881044
"249 13th St, Brooklyn, NY, USA",MON,40.6673274,-73.98899449999999
"249 13th St, Brooklyn, NY, USA",THU,40.6673274,-73.98899449999999
"249 16th St, Brooklyn, NY, USA",MON,40.6643368,-73.9880763
"249 16th St, Brooklyn, NY, USA",THU,40.6643368,-73.9880763
"249 19th St, Brooklyn, NY, USA",MON,40.6623508,-73.99186999999999
"249 19th St, Brooklyn, NY, USA",THU,40.6623508,-73.99186999999999
"249 21st St, Brooklyn, NY, USA",MON,40.6611741,-73.9927592
"249 21st St, Brooklyn, NY, USA",THU,40.6611741,-73.9927592
"249 23rd St, Brooklyn, NY, USA",MON,40.6600806,-73.9940447
"249 23rd St, Brooklyn, NY, USA",THU,40.6600806,-73.9940447
"249 9th St, Brooklyn, NY, USA",MON,40.670551,-73.98810999999999
"249 9th St, Brooklyn, NY, USA",THU,40.670551,-73.98810999999999
"25 12th St, Brooklyn, NY, USA",MON,40.6722381,-73.9967764
"25 12th St, Brooklyn, NY, USA",THU,40.6722381,-73.9967764
"250 12th St, Brooklyn, NY, USA",MON,40.6678221,-73.9891437
"250 12th St, Brooklyn, NY, USA",THU,40.6678221,-73.9891437
"250 14th St, Brooklyn, NY, USA",MON,40.66629229999999,-73.9892699
"250 14th St, Brooklyn, NY, USA",THU,40.66629229999999,-73.9892699
"250 19th St, Brooklyn, NY, USA",MON,40.662021,-73.991987
"250 19th St, Brooklyn, NY, USA",THU,40.662021,-73.991987
"250 22nd St, Brooklyn, NY, USA",MON,40.6603652,-73.99366599999999
"250 22nd St, Brooklyn, NY, USA",THU,40.6603652,-73.99366599999999
"250 4th Ave, Brooklyn, NY, USA",MON,40.67665969999999,-73.9839442
"250 4th Ave, Brooklyn, NY, USA",THU,40.67665969999999,-73.9839442
"250 6th Ave, Brooklyn, NY, USA",TUE,40.673827,-73.97947599999999
"250 6th Ave, Brooklyn, NY, USA",FRI,40.673827,-73.97947599999999
"250 9th St, Brooklyn, NY, USA",MON,40.670281,-73.98914599999999
"250 9th St, Brooklyn, NY, USA",THU,40.670281,-73.98914599999999
"250A 19th St, Brooklyn, NY, USA",MON,40.662021,-73.991987
"250A 19th St, Brooklyn, NY, USA",THU,40.662021,-73.991987
"251 14th St, Brooklyn, NY, USA",MON,40.6661532,-73.9887753
"251 14th St, Brooklyn, NY, USA",THU,40.6661532,-73.9887753
"251 16th St, Brooklyn, NY, USA",MON,40.6642746,-73.9880306
"251 16th St, Brooklyn, NY, USA",THU,40.6642746,-73.9880306
"251 19th St, Brooklyn, NY, USA",MON,40.662419,-73.9915885
"251 19th St, Brooklyn, NY, USA",THU,40.662419,-73.9915885
"251 1st St, Brooklyn, NY, USA",MON,40.6751173,-73.98428779999999
"251 1st St, Brooklyn, NY, USA",THU,40.6751173,-73.98428779999999
"251 20th St, Brooklyn, NY, USA",MON,40.6618032,-73.9923575
"251 20th St, Brooklyn, NY, USA",THU,40.6618032,-73.9923575
"251 3rd Ave, Brooklyn, NY, USA",MON,40.6781739,-73.9852015
"251 3rd Ave, Brooklyn, NY, USA",THU,40.6781739,-73.9852015
"251 7th St, Brooklyn, NY, USA",MON,40.671899,-73.9880337
"251 7th St, Brooklyn, NY, USA",THU,40.671899,-73.9880337
"251 8th St, Brooklyn, NY, USA",MON,40.6704723,-73.98671039999999
"251 8th St, Brooklyn, NY, USA",THU,40.6704723,-73.98671039999999
"252 12th St, Brooklyn, NY, USA",MON,40.6677752,-73.9890175
"252 12th St, Brooklyn, NY, USA",THU,40.6677752,-73.9890175
"252 14th St, Brooklyn, NY, USA",MON,40.6661891,-73.9888493
"252 14th St, Brooklyn, NY, USA",THU,40.6661891,-73.9888493
"252 18th St, Brooklyn, NY, USA",MON,40.6625476,-73.99140489999999
"252 18th St, Brooklyn, NY, USA",THU,40.6625476,-73.99140489999999
"252 3rd Ave, Brooklyn, NY, USA",MON,40.67830499999999,-73.9857347
"252 3rd Ave, Brooklyn, NY, USA",THU,40.67830499999999,-73.9857347
"252 4th Ave, Brooklyn, NY, USA",MON,40.67659039999999,-73.9839327
